-1.000000,0.451426,0.442419,0.463721,0.459106,0.477015,0.472071,0.478256,0.482812,0.500148,0.510272,0.523485,0.387528,0.416408,0.420693,0.417039,0.426599,0.432667,0.432174,0.457716,0.465881,0.469393,0.476660,0.483659,0.506454,0.399898,0.395291,0.400682,0.410727,0.442507,0.453331,0.429727,0.441273,0.450402,0.470157,0.476698,0.487799,0.495619,0.380056,0.411412,0.412614,0.426177,0.429028,0.436406,0.440392,0.440836,0.459947,0.466653,0.472138,0.487731,0.497509,0.482898,
0.451426,-1.000000,0.502745,0.520141,0.527955,0.515524,0.526216,0.539333,0.535269,0.544951,0.568308,0.610450,0.406260,0.503798,0.486181,0.479028,0.498652,0.492229,0.499364,0.518967,0.515814,0.507641,0.517764,0.565532,0.573420,0.412602,0.526378,0.488314,0.489124,0.491742,0.515803,0.496517,0.480663,0.508639,0.533895,0.538345,0.557381,0.586503,0.410136,0.530172,0.472065,0.493899,0.501573,0.500456,0.498576,0.520848,0.519507,0.517674,0.521719,0.551404,0.573926,0.571908,
0.442419,0.502745,-1.000000,0.514274,0.537399,0.524386,0.557991,0.538442,0.571479,0.547543,0.565357,0.603781,0.387266,0.488940,0.571645,0.497922,0.506543,0.506381,0.535570,0.524600,0.517891,0.533138,0.523166,0.571379,0.591603,0.405748,0.468967,0.551602,0.488160,0.490557,0.523845,0.510671,0.508168,0.526438,0.526053,0.544070,0.551408,0.603494,0.412227,0.480366,0.568849,0.491089,0.512750,0.522751,0.510218,0.521737,0.530161,0.522324,0.541881,0.546715,0.571137,0.586580,
0.463721,0.520141,0.514274,-1.000000,0.556315,0.554456,0.558619,0.548402,0.551386,0.568114,0.597015,0.607832,0.416981,0.480061,0.502614,0.587799,0.507296,0.530901,0.554077,0.536388,0.532277,0.531164,0.568712,0.570095,0.590987,0.413268,0.486806,0.504190,0.602533,0.512915,0.526278,0.525757,0.536834,0.531969,0.560405,0.538253,0.562739,0.579819,0.410897,0.495929,0.510588,0.603049,0.536424,0.520034,0.524787,0.521181,0.521809,0.547910,0.563595,0.559343,0.593601,0.604087,
0.459106,0.527955,0.537399,0.556315,-1.000000,0.555464,0.580772,0.571267,0.582717,0.588836,0.591378,0.623050,0.412126,0.497396,0.511369,0.507957,0.626970,0.545021,0.545844,0.548719,0.542810,0.541793,0.555579,0.578419,0.594154,0.436095,0.498413,0.510297,0.525252,0.627032,0.560426,0.553006,0.553481,0.552206,0.548490,0.552408,0.546530,0.598126,0.427272,0.496187,0.501179,0.534695,0.629029,0.558238,0.539640,0.546191,0.547298,0.562143,0.550047,0.568866,0.589390,0.589471,
0.477015,0.515524,0.524386,0.554456,0.555464,-1.000000,0.573947,0.559880,0.590996,0.595903,0.590308,0.635189,0.431472,0.491462,0.515602,0.527237,0.540097,0.656164,0.554120,0.543537,0.558446,0.565369,0.563896,0.580804,0.617636,0.431947,0.522802,0.522311,0.526325,0.540988,0.654556,0.542857,0.541058,0.544697,0.574720,0.545878,0.593253,0.635410,0.435933,0.488363,0.516869,0.518928,0.546897,0.664743,0.555208,0.548000,0.563312,0.578104,0.558320,0.565608,0.612926,0.601578,
0.472071,0.526216,0.557991,0.558619,0.580772,0.573947,-1.000000,0.607651,0.602113,0.592729,0.586179,0.620675,0.438996,0.513728,0.516193,0.524980,0.552834,0.561132,0.659495,0.568675,0.566407,0.563395,0.582084,0.599933,0.610859,0.438436,0.503908,0.502956,0.536435,0.544966,0.549653,0.685998,0.566059,0.577986,0.586851,0.564834,0.582565,0.622727,0.449585,0.491117,0.515426,0.509824,0.538351,0.549148,0.672816,0.582616,0.578722,0.574561,0.595042,0.595680,0.615879,0.615722,
0.478256,0.539333,0.538442,0.548402,0.571267,0.559880,0.607651,-1.000000,0.604143,0.584879,0.613277,0.644152,0.462427,0.510362,0.496014,0.529794,0.561732,0.562844,0.574782,0.703975,0.592581,0.574448,0.580355,0.593186,0.619594,0.442794,0.492346,0.509775,0.506811,0.548712,0.547032,0.569392,0.690823,0.595250,0.587494,0.590246,0.596417,0.619121,0.451808,0.491134,0.520062,0.524998,0.558471,0.555160,0.572590,0.706128,0.610608,0.580107,0.585730,0.576827,0.620059,0.611112,
0.482812,0.535269,0.571479,0.551386,0.582717,0.590996,0.602113,0.604143,-1.000000,0.612279,0.631405,0.659558,0.451654,0.514712,0.512165,0.527565,0.525765,0.554163,0.594621,0.591709,0.732533,0.609159,0.611582,0.603717,0.639404,0.459249,0.506974,0.505917,0.544997,0.544871,0.557253,0.582761,0.584255,0.734554,0.601614,0.594014,0.604734,0.652035,0.452165,0.518449,0.518561,0.526703,0.544357,0.533562,0.581378,0.610415,0.726126,0.586946,0.599214,0.615728,0.629216,0.647485,
0.500148,0.544951,0.547543,0.568114,0.588836,0.595903,0.592729,0.584879,0.612279,-1.000000,0.628405,0.667633,0.464611,0.526218,0.520997,0.557118,0.556208,0.553500,0.585063,0.612060,0.595905,0.743476,0.608845,0.619725,0.639709,0.472111,0.525419,0.547921,0.564791,0.552118,0.560606,0.567679,0.586091,0.619262,0.766159,0.625349,0.636842,0.658793,0.473621,0.521317,0.525496,0.534612,0.553111,0.565188,0.586398,0.589503,0.600738,0.770060,0.631788,0.638227,0.637693,0.642661,
