-1.000000,0.469396,0.460441,0.486022,0.479585,0.496332,0.490601,0.496585,0.499802,0.519103,0.526602,0.543668,0.398977,0.436219,0.440729,0.436357,0.445367,0.449650,0.450709,0.475490,0.483559,0.485677,0.498590,0.499641,0.524688,0.414630,0.410833,0.415455,0.428660,0.460007,0.469822,0.449186,0.459761,0.469371,0.490692,0.497577,0.507157,0.513810,0.392691,0.430434,0.429594,0.444923,0.449503,0.455164,0.458834,0.459827,0.482050,0.483845,0.492777,0.507085,0.517378,0.499893,
0.469396,-1.000000,0.523942,0.541201,0.547847,0.533709,0.544438,0.560350,0.555546,0.567843,0.589798,0.632053,0.425010,0.523472,0.507033,0.500029,0.519107,0.513925,0.521962,0.542071,0.535594,0.528043,0.538699,0.585823,0.597811,0.431160,0.544608,0.509278,0.509078,0.514465,0.539266,0.518439,0.503330,0.530146,0.553574,0.562995,0.579875,0.611056,0.430143,0.551234,0.491647,0.514631,0.521656,0.521006,0.519554,0.541419,0.542113,0.537552,0.546020,0.577267,0.595712,0.592535,
0.460441,0.523942,-1.000000,0.535552,0.556736,0.544091,0.578938,0.559413,0.595767,0.565835,0.586165,0.626612,0.405017,0.508358,0.594363,0.518865,0.528993,0.524612,0.558495,0.543789,0.539885,0.554356,0.543859,0.596188,0.616424,0.421840,0.490492,0.574318,0.509116,0.508481,0.542995,0.531759,0.531229,0.545724,0.546372,0.565337,0.576219,0.625257,0.431818,0.501964,0.590367,0.511673,0.533947,0.544475,0.528651,0.543934,0.551748,0.545078,0.563033,0.572332,0.595407,0.612716,
0.486022,0.541201,0.535552,-1.000000,0.576121,0.575743,0.583283,0.567792,0.574091,0.586962,0.617911,0.628244,0.434717,0.500591,0.522225,0.606104,0.530312,0.554106,0.576923,0.557777,0.555028,0.553330,0.589697,0.595890,0.615249,0.431335,0.505585,0.522832,0.625298,0.537279,0.545029,0.546586,0.558246,0.555231,0.585690,0.560793,0.589199,0.604020,0.430418,0.517294,0.531672,0.626367,0.559394,0.540036,0.545565,0.541243,0.542430,0.572537,0.585889,0.582466,0.613264,0.625881,
0.479585,0.547847,0.556736,0.576121,-1.000000,0.579436,0.602392,0.592386,0.606018,0.610354,0.615661,0.646368,0.426975,0.517259,0.533020,0.527850,0.650495,0.564233,0.569310,0.569178,0.566116,0.562940,0.579031,0.603599,0.619636,0.455889,0.519908,0.529260,0.546581,0.648981,0.579922,0.576848,0.576296,0.575480,0.567358,0.576745,0.566347,0.623290,0.446602,0.516513,0.523346,0.557574,0.654241,0.581829,0.561200,0.567570,0.567682,0.586466,0.572155,0.586701,0.611989,0.614180,
0.496332,0.533709,0.544091,0.575743,0.579436,-1.000000,0.596786,0.582505,0.609469,0.613582,0.616640,0.655462,0.449971,0.512065,0.535897,0.548144,0.559576,0.678594,0.575389,0.564776,0.582575,0.587757,0.587785,0.605057,0.641196,0.448892,0.540844,0.543485,0.545605,0.562619,0.680059,0.566165,0.565851,0.568102,0.594968,0.567766,0.617108,0.659379,0.454666,0.509330,0.539336,0.538345,0.569365,0.689729,0.576535,0.571053,0.587170,0.600110,0.581389,0.588008,0.636238,0.627450,
0.490601,0.544438,0.578938,0.583283,0.602392,0.596786,-1.000000,0.628054,0.623803,0.614452,0.611241,0.645447,0.457890,0.536556,0.537572,0.544716,0.578246,0.580139,0.681574,0.591237,0.586744,0.586732,0.601667,0.625193,0.637746,0.456775,0.524114,0.524164,0.559405,0.566280,0.569635,0.710524,0.588483,0.601038,0.608791,0.585615,0.605858,0.646555,0.468510,0.510650,0.535712,0.529288,0.561948,0.571735,0.699806,0.601701,0.604444,0.596380,0.617939,0.621242,0.636188,0.642339,
0.496585,0.560350,0.559413,0.567792,0.592386,0.582505,0.628054,-1.000000,0.623308,0.606188,0.637134,0.667002,0.482555,0.533539,0.518436,0.551888,0.584455,0.582994,0.594507,0.733132,0.615875,0.598893,0.602479,0.617038,0.646415,0.461888,0.512996,0.531868,0.528222,0.570750,0.569507,0.593571,0.712972,0.620790,0.609467,0.611312,0.619913,0.643812,0.472429,0.508036,0.543749,0.547893,0.581022,0.578590,0.594832,0.734872,0.632745,0.602218,0.606558,0.598239,0.644799,0.638539,
0.499802,0.555546,0.595767,0.574091,0.606018,0.609469,0.623803,0.623308,-1.000000,0.632399,0.652532,0.679535,0.470688,0.537065,0.533332,0.550595,0.545016,0.578066,0.616970,0.615483,0.758456,0.629115,0.633771,0.627597,0.664109,0.479736,0.527341,0.529386,0.566313,0.568812,0.580793,0.605012,0.607111,0.759004,0.622752,0.616331,0.628141,0.676353,0.468595,0.536788,0.539538,0.550740,0.567218,0.553750,0.604082,0.633595,0.752764,0.609417,0.618120,0.638135,0.654438,0.673142,
0.519103,0.567843,0.565835,0.586962,0.610354,0.613582,0.614452,0.606188,0.632399,-1.000000,0.647795,0.690140,0.484854,0.546019,0.545786,0.579072,0.580745,0.577368,0.609014,0.635326,0.619374,0.772080,0.629837,0.642868,0.662325,0.492222,0.547283,0.568338,0.588727,0.573808,0.585375,0.591241,0.610622,0.641855,0.794378,0.652473,0.660886,0.684519,0.490127,0.543492,0.544206,0.555381,0.576959,0.587040,0.608840,0.613161,0.622882,0.799011,0.651882,0.661292,0.659677,0.662801,
